fila_limpia,conjunto
161339,validacion
161340,train
161341,train
161342,train
161343,train
161344,test
161345,train
161346,train
161347,train
161348,train
161349,train
161350,validacion
161351,validacion
161352,train
161353,validacion
161354,test
161355,train
161356,validacion
161357,train
161358,test
161359,validacion
161360,train
161361,validacion
161362,train
161363,test
161364,train
161365,train
161366,train
161367,train
161368,test
161369,train
161370,train
161371,test
161372,train
161373,train
161374,test
161375,validacion
161376,train
161377,train
161378,validacion
161379,train
161380,train
161381,test
161382,train
161383,train
161384,train
161385,test
161386,train
161387,validacion
161388,test
161389,train
161390,train
161391,validacion
161392,train
161393,test
161394,test
161395,train
161396,train
161397,train
161398,train
161399,train
161400,validacion
161401,train
161402,train
161403,train
161404,validacion
161405,train
161406,test
161407,validacion
161408,train
161409,train
161410,train
161411,validacion
161412,train
161413,test
161414,train
161415,test
161416,train
161417,train
161418,train
161419,train
161420,train
161421,train
161422,train
161423,validacion
161424,train
161425,train
161426,train
161427,train
161428,test
161429,train
161430,train
161431,train
161432,train
161433,train
161434,train
161435,validacion
161436,validacion
161437,train
161438,test
161439,train
161440,train
161441,train
161442,validacion
161443,train
161444,test
161445,validacion
161446,validacion
161447,train
161448,test
161449,train
161450,validacion
161451,train
161452,train
161453,train
161454,test
161455,train
161456,train
161457,train
161458,train
161459,validacion
161460,train
161461,train
161462,train
161463,test
161464,train
161465,train
161466,validacion
161467,train
161468,train
161469,test
161470,train
161471,train
161472,validacion
161473,train
161474,validacion
161475,train
161476,test
161477,validacion
161478,train
161479,test
161480,train
161481,test
161482,validacion
161483,validacion
161484,train
161485,validacion
161486,train
161487,test
161488,train
161489,test
161490,train
161491,train
161492,train
161493,validacion
161494,train
161495,test
161496,train
161497,train
161498,validacion
161499,train
161500,train
161501,validacion
161502,test
161503,train
161504,train
161505,train
161506,train
161507,train
161508,train
161509,train
161510,train
161511,train
161512,validacion
161513,train
161514,train
161515,train
161516,validacion
161517,train
161518,validacion
161519,test
161520,train
161521,train
161522,train
161523,train
161524,test
161525,train
161526,test
161527,train
161528,train
161529,test
161530,test
161531,train
161532,train
161533,validacion
161534,train
161535,train
161536,train
161537,train
161538,train
161539,train
161540,train
161541,test
161542,train
161543,validacion
161544,train
161545,train
161546,validacion
161547,train
161548,test
161549,train
161550,test
161551,train
161552,train
161553,train
161554,train
161555,train
161556,train
161557,validacion
161558,validacion
161559,train
161560,test
161561,validacion
161562,train
161563,train
161564,train
161565,train
161566,train
161567,test
161568,train
161569,test
161570,validacion
161571,test
161572,train
161573,test
161574,test
161575,train
161576,train
161577,train
161578,train
161579,train
161580,train
161581,train
161582,train
161583,test
161584,train
161585,train
161586,validacion
161587,train
161588,train
161589,train
161590,validacion
161591,test
161592,test
161593,test
161594,test
161595,test
161596,validacion
161597,validacion
161598,train
161599,train
161600,train
161601,train
161602,train
161603,validacion
161604,train
161605,train
161606,train
161607,test
161608,train
161609,train
161610,validacion
161611,train
161612,train
161613,train
161614,validacion
161615,validacion
161616,train
161617,test
161618,validacion
161619,train
161620,validacion
161621,train
161622,test
161623,train
161624,train
161625,train
161626,test
161627,train
161628,train
161629,train
161630,train
161631,train
161632,validacion
161633,train
161634,train
161635,validacion
161636,train
161637,train
161638,validacion
161639,train
161640,train
161641,train
161642,test
161643,train
161644,train
161645,train
161646,test
161647,test
161648,validacion
161649,train
161650,train
161651,train
161652,train
161653,train
161654,validacion
161655,train
161656,train
161657,train
161658,validacion
161659,train
161660,train
161661,train
161662,train
161663,validacion
161664,test
161665,train
161666,train
161667,train
161668,train
161669,test
161670,test
161671,test
161672,validacion
161673,train
161674,train
161675,test
161676,train
161677,train
161678,train
161679,validacion
161680,validacion
161681,train
161682,train
161683,train
161684,train
161685,train
161686,train
161687,train
161688,train
161689,train
161690,train
161691,train
161692,train
161693,test
161694,train
161695,test
161696,train
161697,train
161698,validacion
161699,train
161700,train
161701,validacion
161702,train
161703,train
161704,train
161705,train
161706,train
161707,test
161708,test
161709,train
161710,validacion
161711,train
161712,validacion
161713,train
161714,train
161715,train
161716,validacion
161717,train
161718,train
161719,train
161720,train
161721,test
161722,train
161723,train
161724,validacion
161725,test
161726,train
161727,test
161728,train
161729,train
161730,test
161731,train
161732,validacion
161733,train
161734,train
161735,test
161736,train
161737,train
161738,validacion
161739,train
161740,train
161741,train
161742,train
161743,train
161744,train
161745,train
161746,train
161747,train
161748,train
161749,validacion
161750,validacion
161751,test
161752,train
161753,test
161754,train
161755,test
161756,train
161757,train
161758,train
161759,train
161760,test
161761,validacion
161762,train
161763,train
161764,train
161765,train
161766,test
161767,train
161768,train
161769,validacion
161770,test
161771,train
161772,train
161773,train
161774,train
161775,train
161776,train
161777,train
161778,train
161779,train
161780,train
161781,train
161782,validacion
161783,train
161784,train
161785,test
161786,train
161787,train
161788,train
161789,validacion
161790,train
161791,test
161792,train
161793,train
161794,train
161795,validacion
161796,train
161797,train
161798,train
161799,train
161800,validacion
161801,train
161802,train
161803,train
161804,test
161805,train
161806,train
161807,train
161808,train
161809,train
161810,train
161811,test
161812,train
161813,validacion
161814,validacion
161815,train
161816,train
161817,train
161818,test
161819,train
161820,train
161821,train
161822,train
161823,train
161824,validacion
161825,train
161826,train
161827,validacion
161828,train
161829,train
161830,test
161831,train
161832,validacion
161833,train
161834,validacion
161835,train
161836,train
161837,train
161838,validacion
161839,validacion
161840,validacion
161841,test
161842,train
161843,validacion
161844,train
161845,train
161846,validacion
161847,train
161848,validacion
161849,test
161850,train
161851,train
161852,train
161853,train
161854,train
161855,train
161856,train
161857,test
161858,train
161859,test
161860,train
161861,train
161862,train
161863,test
161864,train
161865,train
161866,test
161867,train
161868,train
161869,validacion
161870,train
161871,train
161872,test
161873,validacion
161874,train
161875,validacion
161876,train
161877,train
161878,train
161879,train
161880,train
161881,validacion
161882,train
161883,train
161884,test
161885,train
161886,train
161887,train
161888,test
161889,train
161890,train
161891,train
161892,test
161893,test
161894,validacion
161895,train
161896,train
161897,validacion
161898,train
161899,train
161900,train
161901,train
161902,validacion
161903,validacion
161904,test
161905,train
161906,train
161907,train
161908,train
161909,train
161910,validacion
161911,train
161912,test
161913,train
161914,train
161915,test
161916,train
161917,train
161918,train
161919,train
161920,validacion
161921,train
161922,train
161923,train
161924,train
161925,train
161926,train
161927,test
161928,train
161929,train
161930,train
161931,validacion
161932,train
161933,test
161934,test
161935,train
161936,train
161937,train
161938,train
161939,train
161940,train
161941,train
161942,train
161943,train
161944,train
161945,train
161946,train
161947,train
161948,test
161949,test
161950,validacion
161951,train
161952,train
161953,train
161954,train
161955,train
161956,validacion
161957,train
161958,test
161959,validacion
161960,train
161961,train
161962,test
161963,train
161964,train
161965,train
161966,train
161967,train
161968,train
161969,train
161970,train
161971,train
161972,train
161973,train
161974,validacion
161975,train
161976,train
161977,validacion
161978,test
161979,train
161980,train
161981,train
161982,test
161983,train
161984,validacion
161985,test
161986,validacion
161987,train
161988,train
161989,validacion
161990,test
161991,test
161992,train
161993,validacion
161994,validacion
161995,train
161996,train
161997,train
161998,train
161999,train
162000,train
162001,train
162002,train
162003,train
162004,train
162005,train
162006,validacion
162007,validacion
162008,train
162009,test
162010,train
162011,train
162012,train
162013,validacion
162014,train
162015,train
162016,train
162017,test
162018,test
162019,test
162020,train
162021,validacion
162022,train
162023,train
162024,train
162025,train
162026,train
162027,train
162028,train
162029,train
162030,train
162031,train
162032,train
162033,train
162034,test
162035,train
162036,train
162037,train
162038,validacion
162039,test
162040,train
162041,train
162042,train
162043,train
162044,train
162045,test
162046,train
162047,test
162048,train
162049,train
162050,train
162051,train
162052,train
162053,train
162054,train
162055,train
162056,train
162057,train
162058,train
162059,train
162060,validacion
162061,train
162062,validacion
162063,train
162064,train
162065,test
162066,validacion
162067,train
162068,test
162069,test
162070,test
162071,train
162072,test
162073,train
162074,train
162075,train
162076,train
162077,train
162078,train
162079,train
162080,train
162081,train
162082,train
162083,train
162084,train
162085,train
162086,train
162087,validacion
162088,train
162089,validacion
162090,test
162091,test
162092,train
162093,train
162094,train
162095,train
162096,train
162097,validacion
162098,train
162099,train
162100,validacion
162101,validacion
162102,test
162103,validacion
162104,test
162105,validacion
162106,train
162107,train
162108,test
162109,test
162110,validacion
162111,train
162112,train
162113,train
162114,train
162115,train
162116,train
162117,test
162118,train
162119,train
162120,test
162121,train
162122,train
162123,train
162124,train
162125,test
162126,train
162127,train
162128,train
162129,validacion
162130,train
162131,test
162132,test
162133,train
162134,validacion
162135,train
162136,validacion
162137,train
162138,validacion
162139,validacion
162140,train
162141,train
162142,train
162143,train
162144,test
162145,train
162146,train
162147,train
162148,test
162149,test
162150,train
162151,test
162152,train
162153,train
162154,train
162155,train
162156,train
162157,train
162158,train
162159,train
162160,train
162161,train
162162,test
162163,train
162164,train
162165,validacion
162166,test
162167,train
162168,train
162169,train
162170,train
162171,validacion
162172,test
162173,train
162174,validacion
162175,test
162176,train
162177,train
162178,train
162179,train
162180,test
162181,validacion
162182,train
162183,train
162184,train
162185,train
162186,train
162187,train
162188,validacion
162189,validacion
162190,train
162191,train
162192,validacion
162193,train
162194,validacion
162195,train
162196,validacion
162197,train
162198,train
162199,train
162200,train
162201,test
162202,validacion
162203,test
162204,train
162205,train
162206,train
162207,train
162208,train
162209,test
162210,train
162211,test
162212,test
162213,train
162214,train
162215,test
162216,train
162217,train
162218,train
162219,train
162220,test
162221,train
162222,train
162223,train
162224,test
162225,train
162226,train
162227,train
162228,test
162229,test
162230,train
162231,train
162232,train
162233,train
162234,train
162235,train
162236,train
162237,validacion
162238,test
162239,train
162240,test
162241,train
162242,train
162243,train
162244,train
162245,train
162246,train
162247,test
162248,test
162249,train
162250,test
162251,train
162252,validacion
162253,validacion
162254,train
162255,train
162256,train
162257,validacion
162258,train
162259,test
162260,test
162261,train
162262,train
162263,validacion
162264,train
162265,test
162266,train
162267,train
162268,validacion
162269,validacion
162270,train
162271,train
162272,test
162273,train
162274,train
162275,train
162276,train
162277,train
162278,train
162279,validacion
162280,train
162281,train
162282,train
162283,train
162284,test
162285,validacion
162286,validacion
162287,train
162288,test
162289,validacion
162290,test
162291,train
162292,train
162293,train
162294,test
162295,train
162296,train
162297,train
162298,train
162299,validacion
162300,test
162301,train
162302,test
162303,train
162304,train
162305,train
162306,train
162307,test
162308,train
162309,train
162310,train
162311,test
162312,test
162313,train
162314,test
162315,train
162316,train
162317,train
162318,train
162319,train
162320,test
162321,validacion
162322,train
162323,train
162324,train
162325,train
162326,train
162327,train
162328,train
162329,validacion
162330,train
162331,train
162332,train
162333,train
162334,train
162335,train
162336,train
162337,train
162338,train
162339,train
162340,test
162341,train
162342,train
162343,train
162344,validacion
162345,train
162346,train
162347,validacion
162348,validacion
162349,train
162350,test
162351,train
162352,validacion
162353,train
162354,train
162355,test
162356,train
162357,train
162358,train
162359,test
162360,train
162361,train
162362,train
162363,validacion
162364,train
162365,train
162366,test
162367,train
162368,train
162369,train
162370,train
162371,train
162372,train
162373,validacion
162374,train
162375,train
162376,train
162377,train
162378,validacion
162379,test
162380,test
162381,train
162382,train
162383,validacion
162384,train
162385,train
162386,validacion
162387,train
162388,test
162389,train
162390,test
162391,train
162392,validacion
162393,train
162394,train
162395,test
162396,validacion
162397,train
162398,train
162399,validacion
162400,train
162401,test
162402,train
162403,validacion
162404,train
162405,validacion
162406,train
162407,validacion
162408,train
162409,train
162410,train
162411,train
162412,validacion
162413,test
162414,train
162415,train
162416,validacion
162417,train
162418,validacion
162419,train
162420,train
162421,train
162422,train
162423,train
162424,validacion
162425,train
162426,train
162427,test
162428,test
162429,test
162430,train
162431,train
162432,train
162433,train
162434,validacion
162435,train
162436,train
162437,train
162438,train
162439,train
162440,train
162441,train
162442,validacion
162443,validacion
162444,train
162445,train
162446,train
162447,test
162448,train
162449,train
162450,test
162451,validacion
162452,validacion
162453,train
162454,train
162455,train
162456,validacion
162457,train
162458,train
162459,train
162460,train
162461,test
162462,test
162463,train
162464,train
162465,train
162466,train
162467,test
162468,test
162469,train
162470,train
162471,train
162472,validacion
162473,train
162474,test
162475,validacion
162476,train
162477,train
162478,validacion
162479,train
162480,validacion
162481,test
162482,validacion
162483,test
162484,train
162485,train
162486,train
162487,train
162488,train
162489,train
162490,validacion
162491,train
162492,train
162493,train
162494,train
162495,train
162496,train
162497,validacion
162498,test
162499,train
162500,train
162501,train
162502,train
162503,train
162504,train
162505,train
162506,train
162507,train
162508,train
162509,train
162510,train
162511,validacion
162512,train
162513,train
162514,train
162515,validacion
162516,validacion
162517,train
162518,train
162519,validacion
162520,test
162521,train
162522,test
162523,test
162524,train
162525,train
162526,train
162527,train
162528,train
162529,train
162530,train
162531,train
162532,train
162533,validacion
162534,train
162535,validacion
162536,train
162537,validacion
162538,train
162539,train
162540,validacion
162541,train
162542,train
162543,train
162544,train
162545,train
162546,validacion
162547,train
162548,train
162549,test
162550,validacion
162551,test
162552,train
162553,train
162554,train
162555,train
162556,test
162557,validacion
162558,train
162559,validacion
162560,train
162561,test
162562,train
162563,validacion
162564,train
162565,train
162566,train
162567,train
162568,train
162569,train
162570,train
162571,train
162572,validacion
162573,train
162574,train
162575,train
162576,test
162577,train
162578,train
162579,train
162580,validacion
162581,test
162582,train
162583,train
162584,test
162585,test
162586,train
162587,validacion
162588,test
162589,test
162590,train
162591,validacion
162592,train
162593,train
162594,train
162595,train
162596,train
162597,train
162598,train
162599,train
162600,train
162601,train
162602,train
162603,train
162604,train
162605,validacion
162606,train
162607,test
162608,validacion
162609,train
162610,validacion
162611,train
162612,test
162613,train
162614,train
162615,train
162616,train
162617,train
162618,train
162619,train
162620,train
162621,train
162622,validacion
162623,train
162624,train
162625,train
162626,train
162627,train
162628,train
162629,train
162630,test
162631,train
162632,validacion
162633,train
162634,train
162635,train
162636,test
162637,train
162638,test
162639,train
162640,train
162641,train
162642,test
162643,train
162644,train
162645,train
162646,test
162647,test
162648,train
162649,train
162650,train
162651,train
162652,train
162653,validacion
162654,train
162655,train
162656,test
162657,train
162658,test
162659,validacion
162660,train
162661,train
162662,validacion
162663,train
162664,train
162665,test
162666,train
162667,test
162668,train
162669,train
162670,validacion
162671,train
162672,train
162673,train
162674,train
162675,validacion
162676,train
162677,train
162678,train
162679,train
162680,train
162681,train
162682,train
162683,test
162684,train
162685,train
162686,validacion
162687,train
162688,train
162689,train
162690,validacion
162691,validacion
162692,train
162693,test
162694,validacion
162695,train
162696,train
162697,train
162698,test
162699,train
162700,train
162701,train
162702,train
162703,train
162704,train
162705,train
162706,validacion
162707,train
162708,train
162709,test
162710,validacion
162711,train
162712,test
162713,train
162714,train
162715,train
162716,train
162717,train
162718,train
162719,validacion
162720,train
162721,train
162722,train
162723,validacion
162724,train
162725,train
162726,test
162727,train
162728,train
162729,train
162730,train
162731,train
162732,train
162733,train
162734,train
162735,train
162736,train
162737,test
162738,train
162739,train
162740,test
162741,train
162742,train
162743,train
162744,train
162745,train
162746,train
162747,train
162748,train
162749,train
162750,train
162751,train
162752,train
162753,test
162754,train
162755,train
162756,test
162757,validacion
162758,test
162759,train
162760,train
162761,test
162762,validacion
162763,train
162764,test
162765,train
162766,train
162767,validacion
162768,validacion
162769,train
162770,train
162771,test
162772,train
162773,train
162774,train
162775,train
162776,train
162777,train
162778,train
162779,train
162780,train
162781,train
162782,train
162783,validacion
162784,validacion
162785,train
162786,train
162787,train
162788,train
162789,train
162790,train
162791,test
162792,train
162793,train
162794,train
162795,train
162796,validacion
162797,test
162798,train
162799,train
162800,train
162801,train
162802,train
162803,train
162804,validacion
162805,train
162806,validacion
162807,train
162808,train
162809,train
162810,validacion
162811,train
162812,validacion
162813,train
162814,train
162815,train
162816,train
162817,train
162818,train
162819,test
162820,train
162821,test
162822,validacion
162823,validacion
162824,train
162825,train
162826,test
162827,train
162828,train
162829,validacion
162830,train
162831,train
162832,train
162833,validacion
162834,train
162835,test
162836,train
162837,validacion
162838,train
162839,validacion
162840,validacion
162841,validacion
162842,train
162843,validacion
162844,train
162845,validacion
162846,train
162847,test
162848,train
162849,train
162850,train
162851,validacion
162852,train
162853,train
162854,train
162855,train
162856,test
162857,train
162858,train
162859,train
162860,test
162861,validacion
162862,train
162863,train
162864,validacion
162865,train
162866,train
162867,train
162868,train
162869,train
162870,train
162871,test
162872,train
162873,train
162874,train
162875,train
162876,train
162877,train
162878,train
162879,train
162880,train
162881,train
162882,train
162883,test
162884,train
162885,train
162886,validacion
162887,train
162888,train
162889,validacion
162890,train
162891,train
162892,train
162893,train
162894,train
162895,validacion
162896,validacion
162897,train
162898,train
162899,test
162900,train
162901,train
162902,train
162903,train
162904,train
162905,test
162906,validacion
162907,test
162908,train
162909,train
162910,test
162911,test
162912,validacion
162913,train
162914,test
162915,train
162916,train
162917,train
162918,train
162919,test
162920,validacion
162921,train
162922,train
162923,train
162924,train
162925,test
162926,test
162927,test
162928,train
162929,train
162930,train
162931,train
162932,train
162933,train
162934,train
162935,train
162936,validacion
162937,test
162938,train
162939,train
162940,train
162941,train
162942,validacion
162943,validacion
162944,train
162945,train
162946,test
162947,train
162948,train
162949,train
162950,train
162951,train
162952,train
162953,validacion
162954,train
162955,train
162956,validacion
162957,train
162958,train
162959,train
162960,train
162961,test
162962,train
162963,train
162964,train
162965,train
162966,train
162967,train
162968,train
162969,train
162970,train
162971,train
162972,train
162973,validacion
162974,train
162975,train
162976,validacion
162977,train
162978,train
162979,train
162980,train
162981,train
162982,train
162983,train
162984,test
162985,train
162986,train
162987,validacion
162988,train
162989,train
162990,test
162991,train
162992,validacion
162993,train
162994,train
162995,train
162996,test
162997,test
162998,train
162999,train
163000,train
163001,train
163002,train
163003,test
163004,validacion
163005,train
163006,train
163007,train
163008,test
163009,train
163010,train
163011,validacion
163012,test
163013,train
163014,test
163015,validacion
163016,train
163017,validacion
163018,train
163019,train
163020,test
163021,validacion
163022,train
163023,test
163024,train
163025,train
163026,train
163027,train
163028,train
163029,train
163030,train
163031,validacion
163032,train
163033,train
163034,train
163035,train
163036,test
163037,train
163038,validacion
163039,test
163040,train
163041,train
163042,train
163043,validacion
163044,train
163045,train
163046,validacion
163047,train
163048,train
163049,train
163050,test
163051,train
163052,validacion
163053,train
163054,train
163055,train
163056,train
163057,train
163058,train
163059,train
163060,train
163061,train
163062,train
163063,train
163064,test
163065,train
163066,test
163067,train
163068,validacion
163069,test
163070,train
163071,train
163072,train
163073,train
163074,train
163075,train
163076,test
163077,train
163078,train
163079,train
163080,train
163081,validacion
163082,train
163083,train
163084,train
163085,test
163086,train
163087,train
163088,train
163089,train
163090,train
163091,train
163092,train
163093,validacion
163094,validacion
163095,train
163096,validacion
163097,train
163098,validacion
163099,train
163100,train
163101,train
163102,train
163103,train
163104,train
163105,validacion
163106,train
163107,train
163108,test
163109,train
163110,train
163111,train
163112,train
163113,train
163114,test
163115,train
163116,validacion
163117,train
163118,train
163119,train
163120,test
163121,train
163122,train
163123,train
163124,train
163125,test
163126,validacion
163127,train
163128,train
163129,train
163130,train
163131,test
163132,train
163133,validacion
163134,train
163135,train
163136,train
163137,train
163138,train
163139,train
163140,train
163141,train
163142,train
163143,train
163144,train
163145,test
163146,train
163147,train
163148,validacion
163149,train
163150,train
163151,validacion
163152,validacion
163153,validacion
163154,test
163155,train
163156,train
163157,validacion
163158,train
163159,train
163160,test
163161,validacion
163162,validacion
163163,train
163164,train
163165,train
163166,train
163167,train
163168,train
163169,test
163170,test
163171,train
163172,test
163173,test
163174,train
163175,train
163176,train
163177,train
163178,train
163179,train
163180,train
163181,train
163182,validacion
163183,train
163184,train
163185,train
163186,validacion
163187,train
163188,validacion
163189,train
163190,test
163191,validacion
163192,validacion
163193,test
163194,validacion
163195,train
163196,train
163197,validacion
163198,train
163199,test
163200,test
163201,test
163202,train
163203,train
163204,train
163205,test
163206,test
163207,train
163208,train
163209,train
163210,test
163211,validacion
163212,train
163213,train
163214,train
163215,validacion
163216,train
163217,train
163218,test
163219,train
163220,train
163221,train
163222,train
163223,train
163224,test
163225,validacion
163226,train
163227,validacion
163228,train
163229,train
163230,validacion
163231,train
163232,validacion
163233,validacion
163234,train
163235,train
163236,test
163237,train
163238,train
163239,train
163240,train
163241,test
163242,train
163243,train
163244,train
163245,train
163246,train
163247,validacion
163248,train
163249,train
163250,test
163251,validacion
163252,test
163253,train
163254,train
163255,train
163256,test
163257,validacion
163258,train
163259,train
163260,train
163261,train
163262,test
163263,train
163264,train
163265,train
163266,train
163267,train
163268,train
163269,train
163270,test
163271,test
163272,test
163273,train
163274,train
163275,test
163276,train
163277,train
163278,validacion
163279,train
163280,validacion
163281,train
163282,validacion
163283,train
163284,train
163285,train
163286,train
163287,train
163288,train
163289,validacion
163290,train
163291,train
163292,validacion
163293,train
163294,train
163295,train
163296,train
163297,train
163298,test
163299,train
163300,train
163301,train
163302,train
163303,train
163304,validacion
163305,train
163306,train
163307,validacion
163308,train
163309,test
163310,test
163311,train
163312,train
163313,validacion
163314,validacion
163315,validacion
163316,train
163317,train
163318,validacion
163319,train
163320,test
163321,train
163322,test
163323,train
163324,train
163325,train
163326,validacion
163327,train
163328,validacion
163329,test
163330,train
163331,train
163332,train
163333,test
163334,validacion
163335,train
163336,test
163337,train
163338,train
163339,train
163340,validacion
163341,test
163342,train
163343,test
163344,train
163345,validacion
163346,validacion
163347,train
163348,train
163349,train
163350,train
163351,train
163352,validacion
163353,train
163354,train
163355,test
163356,train
163357,train
163358,validacion
163359,train
163360,train
163361,train
163362,train
163363,train
163364,train
163365,train
163366,train
163367,train
163368,test
163369,train
163370,train
163371,validacion
163372,test
163373,train
163374,train
163375,train
163376,train
163377,validacion
163378,validacion
163379,validacion
163380,validacion
163381,test
163382,train
163383,train
163384,train
163385,train
163386,train
163387,validacion
163388,train
163389,train
163390,test
163391,train
163392,train
163393,validacion
163394,validacion
163395,train
163396,train
163397,train
163398,validacion
163399,validacion
163400,test
163401,train
163402,train
163403,train
163404,train
163405,train
163406,validacion
163407,test
163408,test
163409,train
163410,train
163411,train
163412,train
163413,test
163414,test
163415,train
163416,train
163417,train
163418,validacion
163419,train
163420,train
163421,train
163422,test
163423,train
163424,test
163425,validacion
163426,train
163427,train
163428,train
163429,train
163430,train
163431,train
163432,test
163433,train
163434,validacion
163435,train
163436,train
163437,train
163438,test
163439,validacion
163440,train
163441,train
163442,train
163443,train
163444,train
163445,train
163446,validacion
163447,train
163448,train
163449,train
163450,train
163451,test
163452,train
163453,test
163454,train
163455,train
163456,train
163457,validacion
163458,validacion
163459,validacion
163460,train
163461,train
163462,train
163463,train
163464,train
163465,validacion
163466,validacion
163467,train
163468,train
163469,train
163470,validacion
163471,test
163472,train
163473,train
163474,test
163475,validacion
163476,train
163477,train
163478,train
163479,train
163480,validacion
163481,validacion
163482,test
163483,test
163484,test
163485,train
163486,test
163487,validacion
163488,train
163489,train
163490,train
163491,train
163492,train
163493,train
163494,train
163495,train
163496,validacion
163497,train
163498,train
163499,train
163500,train
163501,train
163502,train
163503,test
163504,train
163505,test
163506,train
163507,train
163508,test
163509,train
163510,validacion
163511,train
163512,validacion
163513,validacion
163514,train
163515,train
163516,train
163517,train
163518,train
163519,train
163520,train
163521,train
163522,train
163523,test
163524,train
163525,train
163526,test
163527,validacion
163528,train
163529,train
163530,train
163531,train
163532,train
163533,validacion
163534,train
163535,train
163536,train
163537,train
163538,test
163539,train
163540,test
163541,train
163542,validacion
163543,train
163544,validacion
163545,test
163546,validacion
163547,train
163548,validacion
163549,validacion
163550,train
163551,validacion
163552,train
163553,validacion
163554,train
163555,train
163556,train
163557,train
163558,train
163559,test
163560,test
163561,train
163562,train
163563,test
163564,test
163565,train
163566,train
163567,validacion
163568,train
163569,test
163570,train
163571,train
163572,train
163573,train
163574,train
163575,test
163576,train
163577,train
163578,train
163579,train
163580,validacion
163581,train
163582,train
163583,validacion
163584,train
163585,test
163586,train
163587,test
163588,train
163589,train
163590,train
163591,train
163592,test
163593,test
163594,validacion
163595,test
163596,train
163597,train
163598,train
163599,train
163600,test
163601,train
163602,train
163603,validacion
163604,test
163605,train
163606,train
163607,test
163608,validacion
163609,train
163610,train
163611,train
163612,validacion
163613,train
163614,train
163615,train
163616,train
163617,train
163618,train
163619,train
163620,train
163621,validacion
163622,validacion
163623,validacion
163624,test
163625,train
163626,train
163627,train
163628,train
163629,test
163630,train
163631,train
163632,train
163633,test
163634,validacion
163635,train
163636,train
163637,train
163638,validacion
163639,train
163640,train
163641,train
163642,train
163643,test
163644,train
163645,train
163646,train
163647,test
163648,train
163649,validacion
163650,train
163651,test
163652,train
163653,train
163654,test
163655,validacion
163656,test
163657,train
163658,train
163659,train
163660,validacion
163661,train
163662,validacion
163663,train
163664,train
163665,test
163666,train
163667,validacion
163668,train
163669,train
163670,train
163671,train
163672,train
163673,train
163674,train
163675,test
163676,train
163677,train
163678,validacion
163679,validacion
163680,train
163681,train
163682,test
163683,train
163684,validacion
163685,train
163686,train
163687,train
163688,train
163689,train
163690,train
163691,train
163692,train
163693,train
163694,train
163695,test
163696,train
163697,test
163698,train
163699,train
163700,train
163701,train
163702,train
163703,train
163704,train
163705,train
163706,train
163707,train
163708,train
163709,train
163710,validacion
163711,validacion
163712,validacion
163713,train
163714,train
163715,train
163716,train
163717,test
163718,test
163719,train
163720,train
163721,train
163722,train
163723,train
163724,train
163725,train
163726,validacion
163727,train
163728,test
163729,train
163730,test
163731,train
163732,train
163733,test
163734,train
163735,train
163736,validacion
163737,train
163738,train
163739,train
163740,train
163741,validacion
163742,train
163743,test
163744,train
163745,test
163746,test
163747,train
163748,test
163749,validacion
163750,test
163751,validacion
163752,train
163753,validacion
163754,train
163755,train
163756,test
163757,test
163758,train
163759,train
163760,validacion
163761,train
163762,test
163763,train
163764,train
163765,validacion
163766,train
163767,test
163768,train
163769,train
163770,train
163771,train
163772,validacion
163773,train
163774,train
163775,train
163776,train
163777,train
163778,train
163779,validacion
163780,test
163781,test
163782,train
163783,train
163784,train
163785,validacion
163786,train
163787,test
163788,train
163789,train
163790,train
163791,train
163792,validacion
163793,validacion
163794,train
163795,train
163796,train
163797,test
163798,train
163799,train
163800,train
163801,train
163802,train
163803,train
163804,train
163805,train
163806,train
163807,train
163808,train
163809,train
163810,test
163811,train
163812,validacion
163813,train
163814,train
163815,validacion
163816,train
163817,train
163818,train
163819,train
163820,test
163821,train
163822,train
163823,train
163824,train
163825,train
163826,train
163827,train
163828,test
163829,test
163830,train
163831,train
163832,train
163833,train
163834,train
163835,test
163836,train
163837,train
163838,train
163839,train
163840,train
163841,train
163842,train
163843,test
163844,train
163845,train
163846,train
163847,train
163848,test
163849,train
163850,train
163851,train
163852,train
163853,train
163854,train
163855,train
163856,train
163857,validacion
163858,train
163859,train
163860,train
163861,train
163862,train
163863,train
163864,train
163865,train
163866,train
163867,train
163868,train
163869,test
163870,train
163871,train
163872,train
163873,train
163874,train
163875,test
163876,validacion
163877,train
163878,train
163879,train
163880,train
163881,test
163882,test
163883,test
163884,train
163885,train
163886,validacion
163887,validacion
163888,validacion
163889,test
163890,train
163891,test
163892,train
163893,test
163894,train
163895,train
163896,test
163897,train
163898,train
163899,train
163900,train
163901,train
163902,train
163903,train
163904,train
163905,train
163906,train
163907,train
163908,train
163909,train
163910,train
163911,train
163912,validacion
163913,train
163914,train
163915,train
163916,train
163917,train
163918,train
163919,train
163920,train
163921,test
163922,train
163923,train
163924,train
163925,train
163926,validacion
163927,train
163928,train
163929,validacion
163930,train
163931,test
163932,train
163933,train
163934,test
163935,train
163936,validacion
163937,train
163938,train
163939,train
163940,test
163941,validacion
163942,test
163943,train
163944,validacion
163945,validacion
163946,train
163947,train
163948,train
163949,validacion
163950,train
163951,train
163952,train
163953,train
163954,test
163955,train
163956,train
163957,train
163958,train
163959,train
163960,train
163961,validacion
163962,train
163963,train
163964,train
163965,validacion
163966,train
163967,test
163968,train
